2011-02-04,-3258.740234375
2011-02-11,-8152.31640625
2011-02-18,5250.3203125
2011-02-25,-39.708984375
2011-03-04,-1500.291015625
2011-03-11,237.009765625
2011-03-18,-1802.41015625
2011-03-25,-5348.111328125
2011-04-01,-36860.33984375
2011-04-08,-19087.12109375
2011-04-15,11165.408203125
2011-04-22,34364.9609375
2011-04-29,24957.28125
2011-05-06,2724.25
2011-05-13,-1691.58984375
2011-05-20,363.740234375
2011-05-27,161.169921875
2011-06-03,-1123.939453125
2011-06-10,-754.099609375
2011-06-17,-1238.1796875
2011-06-24,-645.91015625
2011-07-01,-969.6396484375
2011-07-08,-1539.8896484375
2011-07-15,-1495.990234375
2011-07-22,406.1494140625
2011-07-29,540.58984375
2011-08-05,-2212.8603515625
2011-08-12,-996.6103515625
2011-08-19,-1050.8896484375
2011-08-26,-1256.5
2011-09-02,-964.5107421875
2011-09-09,-448.060546875
2011-09-16,-818.75
2011-09-23,-263.21875
2011-09-30,-1756.509765625
2011-10-07,-2590.44921875
2011-10-14,-3900.7890625
2011-10-21,-2191.23828125
2011-10-28,-7061.029296875
2011-11-04,5647.1796875
2011-11-11,-859.8515625
2011-11-18,-502.1796875
2011-11-25,2090.9609375
2011-12-02,2775.9296875
2011-12-09,1808.271484375
2011-12-16,860.171875
2011-12-23,-9142.48046875
2011-12-30,4226.30078125
2012-01-06,583.44921875
2012-01-13,-465.298828125
2012-01-20,1023.62890625
2012-01-27,-83.01953125
2012-02-03,1844.73046875
2012-02-10,-898.68359375
2012-02-17,7214.23046875
2012-02-24,760.390625
2012-03-02,-214.580078125
2012-03-09,-140.330078125
2012-03-16,2032.650390625
2012-03-23,1226.599609375
2012-03-30,8554.76953125
2012-04-06,33718.33203125
2012-04-13,5921.841796875
2012-04-20,-33534.1171875
2012-04-27,-25164.791015625
2012-05-04,-2990.75
2012-05-11,929.048828125
2012-05-18,3381.0087890625
2012-05-25,1221.951171875
2012-06-01,-368.66015625
2012-06-08,1782.48046875
2012-06-15,2580.73046875
2012-06-22,950.6005859375
2012-06-29,359.3203125
2012-07-06,1674.4990234375
2012-07-13,911.330078125
2012-07-20,581.4599609375
2012-07-27,-191.23046875
2012-08-03,1332.7607421875
2012-08-10,1580.1298828125
2012-08-17,2641.458984375
2012-08-24,1749.0302734375
2012-08-31,1402.970703125
2012-09-07,575.689453125
2012-09-14,1080.740234375
2012-09-21,1392.19921875
2012-09-28,610.130859375
2012-10-05,1106.890625
2012-10-12,-313.541015625
2012-10-19,833.46875
2012-10-26,-4189.08984375
